,x,y,z,class,class_name,color,genus,taxon,seqid
0,-0.7348551,1.2210902,-0.7908359,9,Others,#BAB0AC,Pongo,Pongo abelii,GBMA17979-19
1,-0.7396154,1.3068521,-0.8171323,9,Others,#BAB0AC,Pongo,Pongo abelii,GBMA17980-19
2,-0.7396154,1.3068521,-0.8171323,9,Others,#BAB0AC,Pongo,Pongo abelii,GBMA17981-19
3,-0.65051466,1.203152,-0.8005158,9,Others,#BAB0AC,Pongo,Pongo pygmaeus,GBMA17988-19
4,-0.6231774,1.16595,-0.7792973,9,Others,#BAB0AC,Pongo,Pongo pygmaeus,GBMNA13235-19
5,-0.7396154,1.3068521,-0.8171323,9,Others,#BAB0AC,Pongo,Pongo abelii,GBMNA16628-19
6,-0.6231774,1.16595,-0.7792973,9,Others,#BAB0AC,Pongo,Pongo pygmaeus,GBMTG078-16
7,-0.7396154,1.3068521,-0.8171323,9,Others,#BAB0AC,Pongo,Pongo abelii,GBMTG119-16
8,-0.7396154,1.3068521,-0.8171323,9,Others,#BAB0AC,Pongo,Pongo abelii,GTENK012-11
9,0.53439057,0.7050742,-1.2427073,9,Others,#BAB0AC,Plecturocebus,Plecturocebus donacophilus,GBMNA13270-19
10,0.53439057,0.7050742,-1.2427073,9,Others,#BAB0AC,Plecturocebus,Plecturocebus donacophilus,GBMTG3031-16
11,0.41652426,0.50660694,-0.9764929,9,Others,#BAB0AC,Saguinus,Saguinus oedipus,GBMTG4002-16
12,0.41652426,0.50660694,-0.9764929,9,Others,#BAB0AC,Saguinus,Saguinus oedipus,GBMNA13262-19
13,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei graueri,GBMA10254-15
14,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18475-19
15,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18468-19
16,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18474-19
17,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18482-19
18,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18495-19
19,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18497-19
20,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18515-19
21,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18459-19
22,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18467-19
23,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18434-19
24,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18507-19
25,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18449-19
26,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18487-19
27,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18439-19
28,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18479-19
29,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18490-19
30,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18494-19
31,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18520-19
32,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18523-19
33,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18451-19
34,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18541-19
35,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18466-19
36,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18521-19
37,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18531-19
38,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18483-19
39,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18496-19
40,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18501-19
41,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18456-19
42,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18533-19
43,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18524-19
44,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18489-19
45,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18438-19
46,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18444-19
47,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18457-19
48,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18508-19
49,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18535-19
50,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18529-19
51,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18441-19
52,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18527-19
53,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18485-19
54,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18536-19
55,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18470-19
56,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18525-19
57,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18446-19
58,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18506-19
59,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18537-19
60,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18522-19
61,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18436-19
62,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18473-19
63,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18484-19
64,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18481-19
65,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18450-19
66,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18464-19
67,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18498-19
68,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18453-19
69,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18519-19
70,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18510-19
71,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18532-19
72,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18486-19
73,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18503-19
74,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18505-19
75,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18491-19
76,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18516-19
77,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18538-19
78,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18465-19
79,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18435-19
80,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18447-19
81,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18539-19
82,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18513-19
83,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18460-19
84,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18480-19
85,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18540-19
86,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18500-19
87,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18504-19
88,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18534-19
89,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18517-19
90,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18440-19
91,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18499-19
92,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18472-19
93,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18455-19
94,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18509-19
95,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18461-19
96,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18512-19
97,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18518-19
98,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18448-19
99,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18526-19
100,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18442-19
101,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18445-19
102,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18463-19
103,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18437-19
104,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei graueri,GBMNA16929-19
105,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18502-19
106,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18454-19
107,-0.80466527,1.4014746,-0.91170746,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18471-19
