,x,y,z,class,class_name,color,genus,taxon,seqid
0,6.6029325,16.547098,-4.6920605,9,Others,#BAB0AC,Pongo,Pongo abelii,GBMA17979-19
1,6.503339,16.781645,-4.808961,9,Others,#BAB0AC,Pongo,Pongo abelii,GBMA17980-19
2,6.503339,16.781645,-4.808961,9,Others,#BAB0AC,Pongo,Pongo abelii,GBMA17981-19
3,6.1155386,16.459175,-4.6179976,9,Others,#BAB0AC,Pongo,Pongo pygmaeus,GBMA17988-19
4,5.9980536,16.485516,-4.337284,9,Others,#BAB0AC,Pongo,Pongo pygmaeus,GBMNA13235-19
5,6.503339,16.781645,-4.808961,9,Others,#BAB0AC,Pongo,Pongo abelii,GBMNA16628-19
6,5.9980536,16.485516,-4.337284,9,Others,#BAB0AC,Pongo,Pongo pygmaeus,GBMTG078-16
7,6.503339,16.781645,-4.808961,9,Others,#BAB0AC,Pongo,Pongo abelii,GBMTG119-16
8,6.503339,16.781645,-4.808961,9,Others,#BAB0AC,Pongo,Pongo abelii,GTENK012-11
9,-9.502019,1.4392949,-8.784501,9,Others,#BAB0AC,Plecturocebus,Plecturocebus donacophilus,GBMNA13270-19
10,-9.502019,1.4392949,-8.784501,9,Others,#BAB0AC,Plecturocebus,Plecturocebus donacophilus,GBMTG3031-16
11,-9.55964,1.9451388,-9.002141,9,Others,#BAB0AC,Saguinus,Saguinus oedipus,GBMTG4002-16
12,-9.55964,1.9451388,-9.002141,9,Others,#BAB0AC,Saguinus,Saguinus oedipus,GBMNA13262-19
13,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei graueri,GBMA10254-15
14,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18475-19
15,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18468-19
16,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18474-19
17,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18482-19
18,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18495-19
19,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18497-19
20,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18515-19
21,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18459-19
22,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18467-19
23,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18434-19
24,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18507-19
25,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18449-19
26,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18487-19
27,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18439-19
28,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18479-19
29,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18490-19
30,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18494-19
31,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18520-19
32,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18523-19
33,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18451-19
34,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18541-19
35,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18466-19
36,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18521-19
37,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18531-19
38,7.1850233,14.512643,-11.901327,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18483-19
