,x,y,z,class,class_name,color,genus,taxon,seqid
0,3.0220814,-1.2022927,1.9345862,9,Others,#BAB0AC,Pongo,Pongo abelii,GBMA17979-19
1,3.027181,-1.1834844,2.08546,9,Others,#BAB0AC,Pongo,Pongo abelii,GBMA17980-19
2,3.027181,-1.1834844,2.08546,9,Others,#BAB0AC,Pongo,Pongo abelii,GBMA17981-19
3,2.7451336,-1.7060119,1.92973,9,Others,#BAB0AC,Pongo,Pongo pygmaeus,GBMA17988-19
4,2.5654833,-1.6417361,1.9656962,9,Others,#BAB0AC,Pongo,Pongo pygmaeus,GBMNA13235-19
5,3.027181,-1.1834844,2.08546,9,Others,#BAB0AC,Pongo,Pongo abelii,GBMNA16628-19
6,2.5654833,-1.6417361,1.9656962,9,Others,#BAB0AC,Pongo,Pongo pygmaeus,GBMTG078-16
7,3.027181,-1.1834844,2.08546,9,Others,#BAB0AC,Pongo,Pongo abelii,GBMTG119-16
8,3.027181,-1.1834844,2.08546,9,Others,#BAB0AC,Pongo,Pongo abelii,GTENK012-11
9,-2.2714622,-1.7008888,3.8859265,9,Others,#BAB0AC,Plecturocebus,Plecturocebus donacophilus,GBMNA13270-19
10,-2.2714622,-1.7008888,3.8859265,9,Others,#BAB0AC,Plecturocebus,Plecturocebus donacophilus,GBMTG3031-16
11,-1.9621396,-1.9052004,2.3439207,9,Others,#BAB0AC,Saguinus,Saguinus oedipus,GBMTG4002-16
12,-1.9621396,-1.9052004,2.3439207,9,Others,#BAB0AC,Saguinus,Saguinus oedipus,GBMNA13262-19
13,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei graueri,GBMA10254-15
14,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18475-19
15,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18468-19
16,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18474-19
17,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18482-19
18,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18495-19
19,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18497-19
20,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18515-19
21,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18459-19
22,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18467-19
23,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18434-19
24,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18507-19
25,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18449-19
26,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18487-19
27,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18439-19
28,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18479-19
29,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18490-19
30,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18494-19
31,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18520-19
32,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18523-19
33,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18451-19
34,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18541-19
35,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18466-19
36,2.1609447,-1.6707662,1.8275923,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18521-19
