,x,y,z,class,class_name,color,genus,taxon,seqid
0,1.4337008,-3.6460922,-0.1945688,9,Others,#BAB0AC,Pongo,Pongo abelii,GBMA17979-19
1,1.5479149,-3.8476002,-0.3472539,9,Others,#BAB0AC,Pongo,Pongo abelii,GBMA17980-19
2,1.5479149,-3.8476002,-0.3472539,9,Others,#BAB0AC,Pongo,Pongo abelii,GBMA17981-19
3,1.0891763,-4.1135826,-0.21476953,9,Others,#BAB0AC,Pongo,Pongo pygmaeus,GBMA17988-19
4,1.116237,-3.9106777,-0.17447607,9,Others,#BAB0AC,Pongo,Pongo pygmaeus,GBMNA13235-19
5,1.5479149,-3.8476002,-0.3472539,9,Others,#BAB0AC,Pongo,Pongo abelii,GBMNA16628-19
6,1.116237,-3.9106777,-0.17447607,9,Others,#BAB0AC,Pongo,Pongo pygmaeus,GBMTG078-16
7,1.5479149,-3.8476002,-0.3472539,9,Others,#BAB0AC,Pongo,Pongo abelii,GBMTG119-16
8,1.5479149,-3.8476002,-0.3472539,9,Others,#BAB0AC,Pongo,Pongo abelii,GTENK012-11
9,-1.1983987,0.1733084,-2.605627,9,Others,#BAB0AC,Plecturocebus,Plecturocebus donacophilus,GBMNA13270-19
10,-1.1983987,0.1733084,-2.605627,9,Others,#BAB0AC,Plecturocebus,Plecturocebus donacophilus,GBMTG3031-16
11,-0.9056959,-0.32768106,-1.8680935,9,Others,#BAB0AC,Saguinus,Saguinus oedipus,GBMTG4002-16
12,-0.9056959,-0.32768106,-1.8680935,9,Others,#BAB0AC,Saguinus,Saguinus oedipus,GBMNA13262-19
13,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei graueri,GBMA10254-15
14,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18475-19
15,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18468-19
16,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18474-19
17,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18482-19
18,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18495-19
19,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18497-19
20,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18515-19
21,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18459-19
22,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18467-19
23,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18434-19
24,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18507-19
25,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18449-19
26,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18487-19
27,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18439-19
28,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18479-19
29,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18490-19
30,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18494-19
31,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18520-19
32,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18523-19
33,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18451-19
34,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18541-19
35,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18466-19
36,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18521-19
37,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18531-19
38,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18483-19
39,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18496-19
40,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18501-19
41,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18456-19
42,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18533-19
43,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18524-19
44,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18489-19
45,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18438-19
46,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18444-19
47,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18457-19
48,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18508-19
49,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18535-19
50,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18529-19
51,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18441-19
52,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18527-19
53,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18485-19
54,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18536-19
55,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18470-19
56,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18525-19
57,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18446-19
58,0.66778773,-3.9572995,-0.58995116,3,Gorilla,#DF585C,Gorilla,Gorilla beringei,GBMNA18506-19
